record_id,db_id,NLQ,NLQ_colloquial,MQL,mql_signature,mql_skeleton_signature,mql_skeleton_summary,stage_count,operator_count,complexity_score
3819592,card_games,Cross card legality status by format with localization languages; return up to 11 format-language groups.,Show up to 11 card legality and translation combinations with the most prints.,"db.card_print_dossiers.aggregate([{""$project"":{""card"":""$print_identity.name"",""set"":""$print_identity.set"",""formats"":{""$objectToArray"":{""$ifNull"":[""$legality.by_format"",{}]}},""languages"":{""$objectToArray"":{""$ifNull"":[""$localization.translations_by_language"",{}]}}}},{""$unwind"":""$formats""},{""$unwind"":""$languages""},{""$match"":{""formats.v.latest_status"":{""$in"":[""Legal"",""Restricted"",""Banned""]}}},{""$group"":{""_id"":{""format"":""$formats.k"",""status"":""$formats.v.latest_status"",""language"":""$languages.k""},""print_count"":{""$sum"":1},""sets"":{""$addToSet"":""$set""}}},{""$project"":{""_id"":0,""format"":""$_id.format"",""status"":""$_id.status"",""language"":""$_id.language"",""print_count"":1,""set_count"":{""$size"":""$sets""}}},{""$sort"":{""print_count"":-1}},{""$limit"":11}])",sha256:052cb780809c39a9dbe8488f3e950f0f077b2c077f26a302891e2c9985543313,sha256:e80098cd0e7e9943e8a3ed8c6bcf956de7116ac339d73ac6d000a6f9d51b3b91,$project>$unwind>$unwind>$match>$group>$project>$sort>$limit,8,12,16.75
3832071,thrombosis_prediction,"Summarize diagnosis-risk panels by risk group, thrombosis state, and sex ratio; return up to 25 patient groups.",Show up to 25 diagnosis/risk/thrombosis groups with demographic mix.,"db.diagnosis_risk_panels.aggregate([{""$project"":{""diagnosis_group"":1,""risk_groups"":{""$objectToArray"":{""$ifNull"":[""$patients_by_risk_group"",{}]}}}},{""$unwind"":""$risk_groups""},{""$unwind"":""$risk_groups.v""},{""$group"":{""_id"":{""diagnosis_group"":""$diagnosis_group"",""risk_group"":""$risk_groups.k"",""thrombosis_state"":""$risk_groups.v.thrombosis_state""},""patient_count"":{""$sum"":1},""female_count"":{""$sum"":{""$cond"":[{""$eq"":[""$risk_groups.v.sex.value"",""F""]},1,0]}},""sample_patients"":{""$addToSet"":""$risk_groups.v.patient_id""}}},{""$match"":{""patient_count"":{""$gte"":2}}},{""$project"":{""_id"":0,""diagnosis_group"":""$_id.diagnosis_group"",""risk_group"":""$_id.risk_group"",""thrombosis_state"":""$_id.thrombosis_state"",""patient_count"":1,""female_count"":1,""female_ratio"":{""$divide"":[""$female_count"",""$patient_count""]},""sample_patients"":{""$slice"":[""$sample_patients"",5]}}},{""$sort"":{""patient_count"":-1}},{""$limit"":25}])",sha256:6f5b7f42f4259c384a79ecbe4c3e231c5037d21e7cc99647607f92a5df631658,sha256:e668a0ba805ac0f7e3243fedfcdc35c0baaf0631b0e45fc23aa65e314a521365,$project>$unwind>$unwind>$group>$match>$project>$sort>$limit,8,15,17.8
3850675,superhero,"For each hero_dossiers document, inspect the dynamic keys under ability_matrix.attributes_by_name and keep entries where dynamic key 'durability' has observations.hero_id at least 193 with context bucketed by appearance.appearance_signature, returning up to 25 documents.",Show up to 25 hero_dossiers rows where ability_matrix.attributes_by_name has dynamic key 'durability' has observations.hero_id at least 193 with context bucketed by appearance.appearance_signature.,"db.hero_dossiers.aggregate([{""$addFields"":{""native_context_bucket"":{""$ifNull"":[""$appearance.appearance_signature"",""missing""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries"":{""$objectToArray"":{""$ifNull"":[""$ability_matrix.attributes_by_name"",{}]}}}},{""$unwind"":""$native_dynamic_entries""},{""$match"":{""native_dynamic_entries.k"":""durability"",""native_dynamic_entries.v.observations.hero_id"":{""$gte"":193}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_key"":""$native_dynamic_entries.k"",""observations.hero_id"":""$native_dynamic_entries.v.observations.hero_id""}},{""$sort"":{""_id"":1,""observations.hero_id"":-1}},{""$limit"":25}])",sha256:55780d633eef98127b0db24c32a11bd5179832b33d88caf39b7657096934df83,sha256:46e02cda272f606ee143ee9024fac220aebb75f7dd6277efe75999144a806573,$addFields>$project>$unwind>$match>$project>$sort>$limit,7,9,12.2
3865650,student_club,"Find high-attendance events whose budget categories are at least 85 percent spent, including officer attendance; return up to 24 rows.",Show up to 24 busy events where a budget category is almost burned down and officers attended.,"db.club_event_plans_v2.aggregate([{""$project"":{""_id"":0,""event_id"":""$event.event_id"",""event_name"":""$event.name"",""event_type"":""$event.type"",""status"":""$event.status"",""attendee_count"":""$attendance.attendee_count"",""budget_entries"":{""$objectToArray"":{""$ifNull"":[""$budget_by_category"",{}]}},""role_entries"":{""$objectToArray"":{""$ifNull"":[""$attendance.participation_by_role"",{}]}}}},{""$unwind"":""$budget_entries""},{""$addFields"":{""spent_ratio"":{""$cond"":[{""$gt"":[""$budget_entries.v.amount_total"",0]},{""$divide"":[""$budget_entries.v.spent_total"",""$budget_entries.v.amount_total""]},null]},""officer_attendees"":{""$sum"":{""$map"":{""input"":""$role_entries"",""as"":""r"",""in"":{""$cond"":[{""$in"":[""$$r.k"",[""President"",""Vice President"",""Treasurer"",""Secretary""]]},""$$r.v.attendee_count"",0]}}}}}},{""$match"":{""spent_ratio"":{""$gte"":0.85},""attendee_count"":{""$gte"":10}}},{""$project"":{""event_id"":1,""event_name"":1,""event_type"":1,""status"":1,""attendee_count"":1,""officer_attendees"":1,""category"":""$budget_entries.k"",""allocated"":""$budget_entries.v.amount_total"",""spent"":""$budget_entries.v.spent_total"",""spent_ratio"":{""$round"":[""$spent_ratio"",3]}}},{""$sort"":{""spent_ratio"":-1,""attendee_count"":-1}},{""$limit"":24}])",sha256:99b5f0b4eb3156dc3fb2f74cde8ad7b5c627fe449f6eff29a1cf29818059871f,sha256:3ee6b17ab6f5e41ea99c337dcfd5a7a8cf5742d7d09d1af6c37804f1ac217753,$project>$unwind>$addFields>$match>$project>$sort>$limit,7,16,15.45
3885973,codebase_community,"Aggregate answer vote types and comment years by question status, answer quality, and accepted state; return up to 27 groups.","Give me up to 27 answer-quality groups combining votes, comments, and accepted status.","db.community_threads.aggregate([{""$unwind"":""$answers.items""},{""$project"":{""question_status"":""$question.status_bucket"",""answer_quality"":""$answers.items.quality_bucket"",""accepted"":""$answers.items.accepted_state"",""answer_score"":""$answers.items.score"",""votes"":{""$objectToArray"":{""$ifNull"":[""$answers.items.votes_by_type"",{}]}},""comment_years"":{""$objectToArray"":{""$ifNull"":[""$answers.items.comments_by_year"",{}]}}}},{""$unwind"":""$votes""},{""$unwind"":""$comment_years""},{""$match"":{""answer_score"":{""$gte"":1}}},{""$group"":{""_id"":{""question_status"":""$question_status"",""answer_quality"":""$answer_quality"",""accepted"":""$accepted"",""vote_type"":""$votes.k"",""comment_year"":""$comment_years.k""},""answer_count"":{""$sum"":1},""vote_total"":{""$sum"":""$votes.v.count""},""comment_total"":{""$sum"":""$comment_years.v.count""}}},{""$project"":{""_id"":0,""question_status"":""$_id.question_status"",""answer_quality"":""$_id.answer_quality"",""accepted_state"":""$_id.accepted"",""vote_type"":""$_id.vote_type"",""comment_year"":""$_id.comment_year"",""answer_count"":1,""vote_total"":1,""comment_total"":1}},{""$sort"":{""vote_total"":-1}},{""$limit"":27}])",sha256:54a2c45b2e197044410908107b4e181b98764e43c389e3151c185b8e237a5f08,sha256:9274ddb0852c80177e8c986bdf68a872734489cb1c4a054f254eba04a45a470f,$unwind>$project>$unwind>$unwind>$match>$group>$project>$sort>$limit,9,10,18.3
3893172,european_football_2,Filter each match_documents document's nested lineups.home.players array in place for nested lineups.home.players events have both event_type and event_time with context bucketed by scoreline.away_goals around 0. Return up to 50 documents.,Keep nested lineups.home.players events have both event_type and event_time with context bucketed by scoreline.away_goals around 0 nested lineups.home.players events for up to 50 match_documents items.,"db.match_documents.aggregate([{""$addFields"":{""native_context_bucket"":{""$cond"":[{""$gte"":[""$scoreline.away_goals"",0]},""scoreline.away_goals>= 0"",""scoreline.away_goals< 0""]}}},{""$addFields"":{""native_filtered_events"":{""$filter"":{""as"":""event"",""cond"":{""$and"":[{""$ne"":[""$$event.event_type"",null]},{""$ne"":[""$$event.event_time"",null]}]},""input"":{""$cond"":[{""$isArray"":""$lineups.home.players""},""$lineups.home.players"",[]]}}}}},{""$match"":{""$expr"":{""$gt"":[{""$size"":""$native_filtered_events""},0]}}},{""$project"":{""_id"":1,""lineups.home.players"":1,""native_context_bucket"":1,""native_event_count"":{""$size"":""$native_filtered_events""},""native_filtered_events"":1}},{""$sort"":{""_id"":1,""native_event_count"":-1}},{""$limit"":50}])",sha256:9af7913a8fd5c5914c70fb23f019de2ae4d6084e31a1739b92514bda3ce3894b,sha256:ab86b65f543087022adae9edd849c5d32d760c2d018b6e1927c80918f0962fe3,$addFields>$addFields>$match>$project>$sort>$limit,6,14,11.7
3898425,california_schools,"For each district_rollups document, inspect the dynamic keys under schools_by_grade_span and keep entries where dynamic key is one of ['6-8'] under schools_by_grade_span with context bucketed by program_mix.magnet_count around 0, returning up to 10 documents.",Show up to 10 district_rollups rows where schools_by_grade_span has dynamic key is one of ['6-8'] under schools_by_grade_span with context bucketed by program_mix.magnet_count around 0.,"db.district_rollups.aggregate([{""$addFields"":{""native_context_bucket"":{""$cond"":[{""$gte"":[""$program_mix.magnet_count"",0]},""program_mix.magnet_count>= 0"",""program_mix.magnet_count< 0""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_dynamic_entries"":{""$objectToArray"":{""$ifNull"":[""$schools_by_grade_span"",{}]}}}},{""$unwind"":""$native_dynamic_entries""},{""$match"":{""native_dynamic_entries.k"":{""$in"":[""6-8""]}}},{""$group"":{""_id"":{""context"":""$native_context_bucket"",""native_key"":""$native_dynamic_entries.k""},""document_count"":{""$sum"":1}}},{""$sort"":{""_id"":1,""document_count"":-1}},{""$limit"":10}])",sha256:a9560184fbbac5e8f5a2603442d256bf09ff3b9feee03c2e99caf78b3e8f71a4,sha256:1aad272b0242cfa3fb3cb7e060aa9f532359a89e81e6f88e7fb847ee016395ca,$addFields>$project>$unwind>$match>$group>$sort>$limit,7,13,14.85
3933515,european_football_2,"Aggregate bookmaker odds by league, season, bookmaker, and final result for matches with at least two goals; return up to 20 groups.",Show up to 20 football betting-market groups connected to actual score outcomes.,"db.match_documents.aggregate([{""$project"":{""league"":""$competition.league.name"",""country"":""$competition.country.name"",""season"":""$competition.season"",""result"":""$scoreline.status_bucket"",""goal_total"":""$scoreline.goal_total"",""books"":{""$objectToArray"":{""$ifNull"":[""$betting_market.bookmakers_by_code"",{}]}}}},{""$unwind"":""$books""},{""$match"":{""books.v.state"":""present"",""goal_total"":{""$gte"":2}}},{""$group"":{""_id"":{""country"":""$country"",""league"":""$league"",""season"":""$season"",""bookmaker"":""$books.k"",""result"":""$result""},""match_count"":{""$sum"":1},""avg_home_odds"":{""$avg"":""$books.v.home""},""avg_draw_odds"":{""$avg"":""$books.v.draw""},""avg_away_odds"":{""$avg"":""$books.v.away""}}},{""$project"":{""_id"":0,""country"":""$_id.country"",""league"":""$_id.league"",""season"":""$_id.season"",""bookmaker"":""$_id.bookmaker"",""result"":""$_id.result"",""match_count"":1,""avg_home_odds"":1,""avg_draw_odds"":1,""avg_away_odds"":1}},{""$sort"":{""match_count"":-1}},{""$limit"":20}])",sha256:3826655b9257b9e3e0de68b5b0da4e102a8a2f285bea62d51e786066ab5f40b0,sha256:40a2796a75da2b5e89c15f18b9f5e98b02d93f41280a356dd0672d817d3868fc,$project>$unwind>$match>$group>$project>$sort>$limit,7,11,14.15
3939096,card_games,"For each set_release_ecosystems document, inspect the dynamic keys under cards_by_rarity and keep entries where shape-preserving filter keeps dynamic keys ['uncommon', 'common'] under cards_by_rarity with context bucketed by translations_by_language.Chinese Simplified.translation_presence_state, returning up to 25 documents.","Show up to 25 set_release_ecosystems rows where cards_by_rarity has shape-preserving filter keeps dynamic keys ['uncommon', 'common'] under cards_by_rarity with context bucketed by translations_by_language.Chinese Simplified.translation_presence_state.","db.set_release_ecosystems.aggregate([{""$addFields"":{""native_context_bucket"":{""$ifNull"":[""$translations_by_language.Chinese Simplified.translation_presence_state"",""missing""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_matching_dynamic_entries"":{""$filter"":{""as"":""entry"",""cond"":{""$in"":[""$$entry.k"",[""uncommon"",""common""]]},""input"":{""$objectToArray"":{""$ifNull"":[""$cards_by_rarity"",{}]}}}}}},{""$match"":{""$expr"":{""$gt"":[{""$size"":""$native_matching_dynamic_entries""},0]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_matching_dynamic_entries"":1}},{""$sort"":{""_id"":1}},{""$limit"":25}])",sha256:77b4bb43cfcd57c02a26b54e6a21574130fab562028285047b9db14bd772746c,sha256:12218600c4be116b70bf73ac7c2cd7af60b8bab88a2babe436d55f208f577f5b,$addFields>$project>$match>$project>$sort>$limit,6,12,11.8
3939487,codebase_community,"For each community_threads document, inspect the dynamic keys under taxonomy.tags_by_name and keep entries where shape-preserving filter keeps dynamic keys ['predictive-models', 'maximum-likelihood'] under taxonomy.tags_by_name with context bucketed by observability.accepted_answer_state, returning up to 25 documents.","Show up to 25 community_threads rows where taxonomy.tags_by_name has shape-preserving filter keeps dynamic keys ['predictive-models', 'maximum-likelihood'] under taxonomy.tags_by_name with context bucketed by observability.accepted_answer_state.","db.community_threads.aggregate([{""$addFields"":{""native_context_bucket"":{""$ifNull"":[""$observability.accepted_answer_state"",""missing""]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_matching_dynamic_entries"":{""$filter"":{""as"":""entry"",""cond"":{""$in"":[""$$entry.k"",[""predictive-models"",""maximum-likelihood""]]},""input"":{""$objectToArray"":{""$ifNull"":[""$taxonomy.tags_by_name"",{}]}}}}}},{""$match"":{""$expr"":{""$gt"":[{""$size"":""$native_matching_dynamic_entries""},0]}}},{""$project"":{""_id"":1,""native_context_bucket"":1,""native_matching_dynamic_entries"":1}},{""$sort"":{""_id"":1}},{""$limit"":25}])",sha256:71fdd4bb4e5368348b70b7902aa805b136aa9918b6514b0b7581bacdfe59e90f,sha256:12218600c4be116b70bf73ac7c2cd7af60b8bab88a2babe436d55f208f577f5b,$addFields>$project>$match>$project>$sort>$limit,6,12,11.8
3940905,superhero,Cross hero attribute scores with power-family membership by publisher and alignment; return up to 11 groups.,"Show up to 11 superhero groups that combine attributes, powers, publisher, and alignment.","db.hero_dossiers.aggregate([{""$project"":{""hero"":""$profile.hero_name.value"",""publisher"":""$universe.publisher.name.value"",""alignment"":""$universe.alignment.name.value"",""attributes"":{""$objectToArray"":{""$ifNull"":[""$ability_matrix.attributes_by_name"",{}]}},""power_families"":{""$objectToArray"":{""$ifNull"":[""$powers.powers_by_family"",{}]}}}},{""$unwind"":""$attributes""},{""$unwind"":""$power_families""},{""$addFields"":{""attribute_value"":{""$ifNull"":[{""$arrayElemAt"":[""$attributes.v.observations.value"",0]},{""$arrayElemAt"":[""$attributes.v.observations.score.value"",0]}]}}},{""$match"":{""attribute_value"":{""$gte"":40}}},{""$group"":{""_id"":{""publisher"":""$publisher"",""alignment"":""$alignment"",""attribute"":""$attributes.k"",""power_family"":""$power_families.k""},""hero_count"":{""$sum"":1},""avg_attribute"":{""$avg"":""$attribute_value""},""power_total"":{""$sum"":""$power_families.v.power_count""}}},{""$project"":{""_id"":0,""publisher"":""$_id.publisher"",""alignment"":""$_id.alignment"",""attribute"":""$_id.attribute"",""power_family"":""$_id.power_family"",""hero_count"":1,""avg_attribute"":1,""power_total"":1}},{""$sort"":{""hero_count"":-1}},{""$limit"":11}])",sha256:3fb59666e8daa63ba2215a8d65d099b8018b8b97adc6a1f516e937e910217924,sha256:f1f51214548094f17baedd7d5eb377bcba2e5eb1f24e3e9c3e83dae195219254,$project>$unwind>$unwind>$addFields>$match>$group>$project>$sort>$limit,9,13,18.1
3946405,european_football_2,Filter each match_documents document's nested lineups.home.players array in place for nested lineups.home.players events have recorded event_time with context bucketed by scoreline.goal_total around 1. Return up to 10 documents.,Keep nested lineups.home.players events have recorded event_time with context bucketed by scoreline.goal_total around 1 nested lineups.home.players events for up to 10 match_documents items.,"db.match_documents.aggregate([{""$addFields"":{""native_context_bucket"":{""$cond"":[{""$gte"":[""$scoreline.goal_total"",1]},""scoreline.goal_total>= 1"",""scoreline.goal_total< 1""]}}},{""$addFields"":{""native_filtered_events"":{""$filter"":{""as"":""event"",""cond"":{""$ne"":[""$$event.event_time"",null]},""input"":{""$cond"":[{""$isArray"":""$lineups.home.players""},""$lineups.home.players"",[]]}}}}},{""$match"":{""$expr"":{""$gt"":[{""$size"":""$native_filtered_events""},0]}}},{""$project"":{""_id"":1,""lineups.home.players"":1,""native_context_bucket"":1,""native_event_count"":{""$size"":""$native_filtered_events""},""native_filtered_events"":1}},{""$sort"":{""_id"":1,""native_event_count"":-1}},{""$limit"":10}])",sha256:df93bde59cf8fa0f039dcfc010a5f262c092feefd605520709de19aefa6d0f6f,sha256:c34be20e3f7feccbb135e994d0ee1d7675c0b97b1dadf75088ccd82d3dd58562,$addFields>$addFields>$match>$project>$sort>$limit,6,13,11.35
